zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,address,addressStreet,addressCity,addressState,addressZipcode,units,lotId,latLong,variableData,isSaved,buildingName,isBuilding,canSaveBuilding,has3DModel,isFeaturedListing,isShowcaseListing,list,relaxed,carouselPhotos,availabilityCount,badgeInfo,rawHomeStatusCd,marketingStatusSimplifiedCd,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,isZillowOwned,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,isHomeRec,hasAdditionalAttributions,rooms,availabilityDate,zestimate,streetViewURL,streetViewMetadataURL,source,ingestion_timestamp
42.33878--71.08172,42.33878--71.08172,4xs0k7ugknes2,https://photos.zillowstatic.com/fp/6523be775577e843e5da139a36486070-p_e.jpg,True,/apartments/boston-ma/piano-craft-guild/5Xj53s/,FOR_RENT,Piano Craft Guild,"791 Tremont St, Boston, MA",791 Tremont St   # 2BEDLOFT5,Boston,MA,02118,"[{'price': '$3,300+', 'beds': '1', 'roomForRent': False}, {'price': '$4,200+', 'beds': '2', 'roomForRent': False}]",1001435582.0,"{'latitude': 42.33878, 'longitude': -71.08172}","{'type': '3D_HOME', 'text': '3D Tour'}",False,Piano Craft Guild,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/6523be775577e843e5da139a36486070-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a81c540e24ea32a68d1d82e1a0a50640-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1826c043eb8ac0b38036b539ef7a6807-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fd13b4db4798bc1d6377ff279b079a57-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c6ac3983d0374009fb1f79fe0468176f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1ca3aad0f811109a95b7d55fee5818c9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/52e0a6a0d1feb2b8def97edc89a85717-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c0b4239b7a1ae70c55b459be08e5e0c6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5780c7174a5c71e43ef8e6e658c7a50c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/765ad5bf02750e6eb591f7e106fe6bcd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c0b6f3e0367600e8645de1cfaaa0312c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/85619276edbce0b373cc5dae0029b2bb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4771060fb9ac691a31badebeef88e910-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9a046487fea11431449e31800c31069c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/67d38e2114c0a9f06be77243a353914a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c5dc1042b85ed15895e1623d52eb4b3c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/73d45560700b08dbf5240ea20bb11b7a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/84a5a3d3ce3a52852627cd37549d6745-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/279e4e32b598ce00654859ea37173920-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ce51e3d6fae6ce941d40cb37e25a93e4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/eca3bc68357698417826ce00949779cd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1bb668f62cbb3d60a601d9770d642bba-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e46cf0a86f445ef07031ee235179a794-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8cd9b64dcde21f6bba76f6fb7aa978c9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/73c07576e1937ba0a5bb01f57c2817f2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4e7e9a816fa99247abd86ce7e2e76474-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/67f5730bda68af5596b11d7c5805b2e9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c9c82d1f382ef0a000e61a13e6de3c9a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/18bd19e0b2b7bdf8c9ebe03a4973ef8b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6781bf61bf7adc2aef4569b150f4826a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e71ac8ca9866d10686c5a5ade42ab9c2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7a4f147b590a240ae5f0879256e31f96-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/05dc496ecf1ffe2edf7ccfe8e6988183-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ae5c21eb405fcddcbdc4182a6f05b0fd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ebc5d5303e8f0994a96d817f197a2814-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/16c8735f93f75a9f9e2667cf7ea0da2c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/88fadb404ec252bbb91a9bb2ea1b18cd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f02115c24884e0b058f95131264dbc00-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5cecae1e9b565943af0e591f1358d492-p_e.jpg'}]",6.0,,,,,,,,,,,,,,,,,,,,,,,,,,zillow,2024-04-23 21:53:01
42.346287--71.06308,42.346287--71.06308,s266z3hx9agu,https://photos.zillowstatic.com/fp/11d1688b2cb34097bc493fee26ff9dd4-p_e.jpg,True,/apartments/boston-ma/ink-block/5j7rkW/,FOR_RENT,Ink Block,"300 Harrison Ave, Boston, MA",300 Harrison Ave  # 1-710H,Boston,MA,02118,"[{'price': '$3,057+', 'beds': '0', 'roomForRent': False}, {'price': '$4,200+', 'beds': '1', 'roomForRent': False}, {'price': '$5,288+', 'beds': '2', 'roomForRent': False}]",1049882257.0,"{'latitude': 42.346287, 'longitude': -71.06308}",{'type': 'TIME_ON_INFO'},False,Ink Block,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/11d1688b2cb34097bc493fee26ff9dd4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4274e2a11d54d156f74f785b681f1b02-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fbc8deda8f316115298bb2e86ed053ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d8b07eccd4107886f5b478df2e55b1ab-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f84791db46097c4ddf4a5cfa638471f9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2ba1ba36ec70a82259398bf1a3709707-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/74f87c7dd381a108665c25204c154228-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/54861101c4305bf8c01ce231772d5efd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bf77c35cb9a2f6f5261ac3e7f3ae3f76-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7a727c16f9905f1796adc991de006543-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2b2b9b8a723ccad89ea09e5a230419c0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f6b37654bdb44bf5c46f20c850f75b4f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1b0913f5f261f376048107d421629e3c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fb7505b16dfa1c21f46c766508a51f38-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/481dc77ec7da6e6db1ce1093e560fcc7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cd163d5efca5178c26bd23430860f5dc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0e9a3c3b4326fd51aae4540519ecfa62-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1d26fb93a9fa271291a83d2474558c29-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/97849dbe6e8ced8a041f754ddbaaf954-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4bd0a072e15f1fd44a1ab5235c837f55-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e59c6199c88a3ba43abae1306c345851-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/be95896585ccd4831e8eb09ad42f797d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/81327c68c3d5a26c041bdb9cc04e034f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a5da95a280a0667a072e5e7ef521cdfc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bfbafbee5f45f4519737c04237249e26-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aa2cb61a41a497550950d843bdf6726e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/de7b10e82e2e6d8133142617ed19048e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fc557b607edf321e87d4a9e0ada44653-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/91627709d8df4bdfacca1a575d326be8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6f5de344b283bf570ae6127fcb5048b7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ff04e92b6add9def998a2f0b39e2e166-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9133079d6da9c16f2c67a40113c153b5-p_e.jpg'}]",19.0,,,,,,,,,,,,,,,,,,,,,,,,,,zillow,2024-04-23 21:53:01
42.33721--71.068695,42.33721--71.068695,5apnv5jzd7ykg,https://photos.zillowstatic.com/fp/e4204696770bf1c9aa87f56c53d6df55-p_e.jpg,True,/apartments/boston-ma/albany-street-apartments/5XjB75/,FOR_RENT,Albany Street Apartments,"601 Albany St, Boston, MA",601 Albany St   Unit 503,Boston,MA,02118,"[{'price': '$3,100+', 'beds': '1', 'roomForRent': False}, {'price': '$4,300+', 'beds': '2', 'roomForRent': False}]",1001447744.0,"{'latitude': 42.33721, 'longitude': -71.068695}",{'type': 'TIME_ON_INFO'},False,Albany Street Apartments,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/e4204696770bf1c9aa87f56c53d6df55-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e3aacbbee5a94afccb2488a36a12558a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4131620ca8ca324eb0997b9ebe8427d8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d9c82566ebf5f7be6b7351b5250a064c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/620564cf443dcf1ec34c1ff1fa90e8e9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7a46227dae93d4440192fafffe48f6bd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/52574a41d8ea6e6872779346cff16cd1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/173635f01e9092f03513bbb6dccfb131-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/412c332fd767862a812b65acc5a9b03a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bd0e980564b5989c0accade8789c94cb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4725147519056b8dcad3c7ce5cfc1dfe-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5726afeba2998552fe189775606ab58a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/68282b20112e02aeccab4d891ca6ea68-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f17c0a33b6e7fe3e0e4e598d815efcbd-p_e.jpg'}]",8.0,,,,,,,,,,,,,,,,,,,,,,,,,,zillow,2024-04-23 21:53:01
42.33864--71.069084,42.33864--71.069084,tn0ceqxm7cpf,https://photos.zillowstatic.com/fp/5ac40db8522b2f2d10f00ed86932125b-p_e.jpg,True,/apartments/boston-ma/the-smith/BbbJ6z/,FOR_RENT,The Smith,"89 E Dedham St, Boston, MA",89 E  Dedham St   Apt 510,Boston,MA,02118,"[{'price': '$2,916+', 'beds': '0', 'roomForRent': False}, {'price': '$3,306+', 'beds': '1', 'roomForRent': False}, {'price': '$5,001+', 'beds': '2', 'roomForRent': False}, {'price': '$7,222+', 'beds': '3', 'roomForRent': False}]",2430426900.0,"{'latitude': 42.33864, 'longitude': -71.069084}","{'type': '3D_HOME', 'text': '3D Tour'}",False,The Smith,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/5ac40db8522b2f2d10f00ed86932125b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d55852af3c7d2d202b71db36dfd98fd5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bd22f125f5c5e50b6a73c46a2feb6617-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/eb92831ebdfd883e81e22d6269e8c321-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/82cd31b787fc678b387889c2019de356-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/eb96124aeb4438982a299573e61f1f56-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4196d2d3a98cbc66fb5e834790bd19cf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2f307961d1de73d9e5d5ae1d92a6dabb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/37a7a12ba4ea49afcf183b1993134fdb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/da8f61033d9b47dbde0d9d9ac41798ad-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/803e76b3cda2283abc4adb5de039ac9d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1659fa7b18c8c3252f27ff64c7c5e2f8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6fe03c89927d288603c8d8d578aacfc3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8c165bcf07e0879ccc5529f8ae9638cb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/74f7b333ab9be9c7962b744527664c73-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a9f8d423e79389277e21bb6c935eb94d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/726cd5ecae277bba30420e20cdaa713e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e76f5d7bc520b5d166a60435758b23e5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7cb70f39e38dc807740bdc660c2b7257-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1824c8a1b0aa1730e6371dc970559f6a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2e662f7ef8485cdb4c35be12215c7651-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ac77a12df305ad057af1804c9cafe2b7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9e1d5a6e948768a621fd4968dcb7ef9d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0b69fb0a51b35142eee68ee3825ff0d7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f92dd3ba3c5d50574b9fe7588871bfc8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f4bc5ecd5c7425a438855f13e9315e31-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/514cf193ae873eca12b36e431b1b3333-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/36f9b3fbb6d3a0bfe7482be36955eac0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/364d6b25810e6f7ac2bd85f951f5fbdb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4bd9c215c230571cf9511fd37ac3eb9a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/515efdaa87e90dc34fdf24ed622236c2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2ef5a139a4468d4986193a258bfbbcaa-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/de8bb1452471ef5f661717e53370f935-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/01234d85dd9d50f9a987429e0f49a706-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/effe437421a46ef7557a80339726d106-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4d913db65486ac6db93b4a3515b9788a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4f756579e82acdd8fc234e15aa237740-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bea3903a709d708db30a162b84df3056-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/994f06115a76806c03c88179db7cb516-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d3670a50aa3c68e0e8404f60b6ee59f6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d37ab9f38402d3f290cf221e21e0b597-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/94ad6cbe3d26a61554ee9f5e71e482d1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/804b9eb31a5bb3162db97d518647f651-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8db2b338c2f086ba2954d588d4892392-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/51cdd8b7bcd51abc015d2249f2467a60-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/45bb9244940c80c5f03ad6f60c59a4ed-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f5525db688d047dc9ed916b109e8481e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d4d8130753a52b100dd29991733af626-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0ba0685bc3db841b26a789fe9a578ad5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dd8890f4547008c834cddff6a1e3ea69-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/68afbf31bacb1e627c01cf9d4cd880ef-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3cb1331b1433adb87b655cd9b2c13f35-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d39d4dae0857d7e3632c2f3d9be18082-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/554c4a50be9f3923a7ea010cb454cd9e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cf372827f7c80a46b3b10111c2bd5f33-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/643c14a3f6c50fc3a4fe0c389e517ce4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/eb435ee36d9787bdcfe5f796699b75a7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2b24c4384b4f139ab8ffa17d9d5c33d4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/adc519f32c4f3449f9bbfcf1000d8228-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4938ee10e5733f60fc3929b82a2351aa-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/14890ae55b932a6c4938d890c0bfbd7a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ad6e1bdb6d228503db17fd8dc3bbfc17-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/04aa9dc4c9a6cdbdee9ebdd967bf2481-p_e.jpg'}]",142.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",,,,,,,,,,,,,,,,,,,,,,,,,zillow,2024-04-23 21:53:01
42.337612--71.07241,42.337612--71.07241,4jmg75th72c3u,https://photos.zillowstatic.com/fp/97c8cef10c30e9b3bd820ab34321f0fd-p_e.jpg,True,/apartments/boston-ma/james-and-harrison-court/5Zd2K8/,FOR_RENT,James and Harrison Court,"45 E Newton St, Boston, MA",45 E  Newton St # HC407,Boston,MA,02118,"[{'price': '$2,870+', 'beds': '0', 'roomForRent': False}, {'price': '$3,280+', 'beds': '1', 'roomForRent': False}, {'price': '$4,455+', 'beds': '2', 'roomForRent': False}]",1012488035.0,"{'latitude': 42.337612, 'longitude': -71.07241}","{'type': '3D_HOME', 'text': '3D Tour'}",False,James and Harrison Court,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/97c8cef10c30e9b3bd820ab34321f0fd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/13778253c2b461e6032830ca88da9336-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/459c314090fd3fdc544876059604cf99-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/636518377d57b799a20f4180e0630621-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/944c99745bd25000ca63cc6081795d88-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/08e52c0bb923122664c6af757874ff3c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9a83b5483a7f3ef3d16b7a9ab4146e0c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8e1054b0ca5258229382ca87e6b16295-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4df012d9d1c6516640b6c06bc527fe69-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/462a9224dc1d2302cbb753c5a4896d28-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b76e39f8607db7808980309782b2d441-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/151a4123e0d9de953a465131c037a979-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4a307b8a05a79dbd60552826969c60ff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/314f27e643b6f862b4a36be33439400e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/24eaf12215b31872db12ecfbb397b712-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/feb271116c5df2587c805e7320c396e0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/38d63f490e44301a43fb3cb4b159c3bb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8af06cea3dab1aee24a60c582428cc6d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bc51b382e0158aa6dd41088d85597258-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/24b57a1d147facfb24d936290e225436-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/963a9b0acf76b49418847644c3d6df6a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3d9a83bdb9d2e7d0aef00ba1fd51976a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d88e6bbd3d68f2a49d55c00c0812e811-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d2a8855eca520c3d95a1ea31eec1d1bd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/406e499bd6cd3fc2a79b9ac4b608875c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3b275b04ae470793abea71eaacdf2b23-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6994ba4a543adb0b8b9a80c54edd86ee-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e8495f9fcbf876e2ed2828bcbbfc6559-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5d6d318b69122cc460ec0915a76fccc0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8d6e5d24b0454f7ff8ed39b5c2518dc8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5c49b28fd6f4690d83636a8110fad466-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/928ea363855f5d48cc4f06b55fcd82a3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2be84ffd1c95b4e7d996e086b53201c2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e7956cd93b86a7d7cfdac09bd2d36375-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e39d7a8af705f975228216964b05370d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ea925a1576e7191ea6936b84bd6706f5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a88538062f2eccda0179f2d4f03baa55-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5ca6a101524ad5646fd3d63949d75fe2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2c0b96884b8a0b3e41a7afb03d0cd9c4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/65b1cbce07eb4fc9ec4668206683b214-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7654cf43c78f3a34ab6d241505e8a38f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2bf8bf00ed4afd54b7dc789e38141aca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/711c206589c8be7d6ffebec28e0ba64e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/334ac16dd54f6ca08be516175bf0b03e-p_e.jpg'}]",23.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",,,,,,,,,,,,,,,,,,,,,,,,,zillow,2024-04-23 21:53:01
